"gene_assignement"	"transcript_cluster_id"	"Gene_symbol"	"transcript_ID"	"GO_term"	"GO_description"	"Mid_FC"	"Old_FC"	"mid_padj"	"end_padj"	"Human.gene.name"
"ENSDARG00000026907"	"13141802"	"slc48a1a"	"ENSDART00000031638"	"GO:0006810"	"Danio rerio solute carrier family 48 (heme transporter), member 1a, mRNA (cDNA clone MGC:92662 IMAGE:7073211), complete cds."	-0.535223453766665	1.63906562026667	0.610759815585291	0.000606545494495258	"SLC48A1"
"ENSDARG00000053425"	"13040367"	"LOC100329297"	"ENSDART00000136546"	"GO:0016020"	"PREDICTED: Danio rerio serine incorporator 1-like (LOC100329297), mRNA."	-0.095204505633335	-1.30239646716666	0.949863157180699	0.000606545494495258	"SERINC2"
"ENSDARG00000095915"	"13266706"	"LOC100150496"	"ENSDART00000140346"	"GO:0005515"	NA	0.102003486466666	2.0402816889	0.966292916303124	0.0007093914659465	""
"ENSDARG00000071015"	"13067111"	"pbxip1a"	"ENSDART00000115058"	NA	NA	0.263136442933332	1.2210364336	0.794317408926066	0.000762432697104824	""
"ENSDARG00000071015"	"13067111"	"pbxip1a"	"ENSDART00000115058"	NA	NA	0.263136442933332	1.2210364336	0.794317408926066	0.000762432697104824	""
"ENSDARG00000071015"	"13067111"	"pbxip1a"	"ENSDART00000115058"	NA	NA	0.263136442933332	1.2210364336	0.794317408926066	0.000762432697104824	""
"ENSDARG00000071015"	"13067111"	"pbxip1a"	"ENSDART00000115058"	NA	NA	0.263136442933332	1.2210364336	0.794317408926066	0.000762432697104824	""
"ENSDARG00000071015"	"13067111"	"pbxip1a"	"ENSDART00000115058"	NA	NA	0.263136442933332	1.2210364336	0.794317408926066	0.000762432697104824	""
"ENSDARG00000041078"	"13058128"	"chka"	"NM_001044865"	"GO:0016310"	"cdna:known chromosome:Zv9:18:20903529:20926085:1 gene:ENSDARG00000041078 gene_biotype:protein_coding transcript_biotype:protein_coding"	0.0681715878333389	1.03354880093333	0.956623009212608	0.000768884214209302	"CHKA"
"ENSDARG00000041078"	"13058128"	"chka"	"NM_001044865"	"GO:0016310"	"cdna:known chromosome:Zv9:18:20903529:20926085:1 gene:ENSDARG00000041078 gene_biotype:protein_coding transcript_biotype:protein_coding"	0.0681715878333389	1.03354880093333	0.956623009212608	0.000768884214209302	"CHKA"
"ENSDARG00000040200"	"13171678"	"LOC100005907"	"XM_001344785"	NA	NA	-0.458710224533333	2.61001775266667	0.847545410502876	0.000791041400977006	""
"ENSDARG00000025797"	"13226044"	"abhd2a"	"NM_200914"	"GO:0016020"	"Danio rerio abhydrolase domain containing 2a, mRNA (cDNA clone MGC:55722 IMAGE:3816056), complete cds."	-0.0229313087000005	1.16973137956667	0.988245651592735	0.00080720458512055	"ABHD2"
"ENSDARG00000025797"	"13226044"	"abhd2a"	"NM_200914"	"GO:0016020"	"Danio rerio abhydrolase domain containing 2a, mRNA (cDNA clone MGC:55722 IMAGE:3816056), complete cds."	-0.0229313087000005	1.16973137956667	0.988245651592735	0.00080720458512055	"ABHD2"
"ENSDARG00000019025"	"13136381"	"podn"	"ENSDART00000138132"	"GO:0005515"	"PREDICTED: Danio rerio podocan (podn), mRNA."	-0.0998935367999998	1.598875111	0.958685087183558	0.00100692634755108	"PODN"
"ENSDARG00000019025"	"13136381"	"podn"	"ENSDART00000138132"	"GO:0005515"	"PREDICTED: Danio rerio podocan (podn), mRNA."	-0.0998935367999998	1.598875111	0.958685087183558	0.00100692634755108	"PODN"
"ENSDARG00000074908"	"12980783"	"col6a1"	"ENSDART00000110608"	"GO:0007519"	"skeletal muscle tissue development"	0.0769039550333339	1.25599116846667	0.959561236717125	0.00100692634755108	"COL6A1"
"ENSDARG00000005481"	"13095039"	"nfkbiaa"	"NM_213184"	"GO:0009615"	"nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha a"	-0.892974055433335	1.11532888243333	0.204751327033469	0.00102864665206028	""
"ENSDARG00000005481"	"13095039"	"nfkbiaa"	"NM_213184"	"GO:0009615"	"nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha a"	-0.892974055433335	1.11532888243333	0.204751327033469	0.00102864665206028	""
"ENSDARG00000005481"	"13095039"	"nfkbiaa"	"NM_213184"	"GO:0009615"	"nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha a"	-0.892974055433335	1.11532888243333	0.204751327033469	0.00102864665206028	""
"ENSDARG00000038794"	"13082454"	"zgc:113531"	"BC090519"	"GO:0005575"	NA	-0.196180891899999	1.0680349752	0.843754135661704	0.00102864665206028	""
"ENSDARG00000093205"	"13081773"	"ENSEMBL"	"ENSDART00000141666"	NA	NA	-0.133185186900001	1.21848720053333	0.919824976022223	0.0010338087900669	""
"ENSDARG00000039943"	"13033316"	"fam46ba"	"BC127402"	"GO:0008150"	"cellular_component"	-0.2970722162	1.23639661663333	0.774015545649391	0.00103972338269951	"TENT5B"
"ENSDARG00000037738"	"13014719"	"fbxl3"	"XM_688178"	"GO:0005515"	NA	0.114692368466668	-2.7121646101	0.974249115832654	0.00109151500051167	""
"ENSDARG00000037738"	"13014719"	"fbxl3"	"XM_688178"	"GO:0005515"	NA	0.114692368466668	-2.7121646101	0.974249115832654	0.00109151500051167	""
"ENSDARG00000037738"	"13014719"	"fbxl3"	"XM_688178"	"GO:0005515"	NA	0.114692368466668	-2.7121646101	0.974249115832654	0.00109151500051167	""
"ENSDARG00000037100"	"12947603"	"ankrd10a"	"ENSDART00000053926"	"GO:0005515"	"ankyrin repeat domain 10a"	0.309879386533334	-1.0145121405	0.687961256464541	0.00120328137112055	"ANKRD10"
"ENSDARG00000037100"	"12947603"	"ankrd10a"	"ENSDART00000053926"	"GO:0005515"	"ankyrin repeat domain 10a"	0.309879386533334	-1.0145121405	0.687961256464541	0.00120328137112055	"ANKRD10"
"ENSDARG00000037100"	"12947603"	"ankrd10a"	"ENSDART00000053926"	"GO:0005515"	"ankyrin repeat domain 10a"	0.309879386533334	-1.0145121405	0.687961256464541	0.00120328137112055	"ANKRD10"
"ENSDARG00000074690"	"13223555"	"PPM1J"	"ENSDART00000110938"	"GO:0003824"	NA	-0.200956551933333	1.00507099	0.827941166326152	0.00126960330046215	"PPM1M"
"ENSDARG00000074690"	"13223555"	"PPM1J"	"ENSDART00000110938"	"GO:0003824"	NA	-0.200956551933333	1.00507099	0.827941166326152	0.00126960330046215	"PPM1J"
"ENSDARG00000074690"	"13223555"	"PPM1J"	"ENSDART00000110938"	"GO:0003824"	NA	-0.200956551933333	1.00507099	0.827941166326152	0.00126960330046215	"PPM1N"
"ENSDARG00000074690"	"13223555"	"PPM1J"	"ENSDART00000110938"	"GO:0003824"	NA	-0.200956551933333	1.00507099	0.827941166326152	0.00126960330046215	"PPM1M"
"ENSDARG00000074690"	"13223555"	"PPM1J"	"ENSDART00000110938"	"GO:0003824"	NA	-0.200956551933333	1.00507099	0.827941166326152	0.00126960330046215	"PPM1N"
"ENSDARG00000074690"	"13223555"	"PPM1J"	"ENSDART00000110938"	"GO:0003824"	NA	-0.200956551933333	1.00507099	0.827941166326152	0.00126960330046215	"PPM1J"
"ENSDARG00000017757"	"13185860"	"pik3cg"	"ENSDART00000009076"	"GO:0046854"	"Danio rerio zgc:77033, mRNA (cDNA clone MGC:77033 IMAGE:6959711), complete cds."	-0.185857163833332	1.11949333306666	0.867415605872037	0.00127162917830681	"PIK3CG"
"ENSDARG00000014646"	"13175923"	"zgc:113006"	"NM_001013555"	"GO:0009308"	"zgc:113006"	-0.0578004938000003	1.13306838863334	0.968823692151256	0.00153933264013976	"AOC3"
"ENSDARG00000014646"	"13175923"	"zgc:113006"	"NM_001013555"	"GO:0009308"	"zgc:113006"	-0.0578004938000003	1.13306838863334	0.968823692151256	0.00153933264013976	"AOC2"
"ENSDARG00000014646"	"13175923"	"zgc:113006"	"NM_001013555"	"GO:0009308"	"zgc:113006"	-0.0578004938000003	1.13306838863334	0.968823692151256	0.00153933264013976	"AOC2"
"ENSDARG00000014646"	"13175923"	"zgc:113006"	"NM_001013555"	"GO:0009308"	"zgc:113006"	-0.0578004938000003	1.13306838863334	0.968823692151256	0.00153933264013976	"AOC3"
"ENSDARG00000014646"	"13175923"	"zgc:113006"	"NM_001013555"	"GO:0009308"	"zgc:113006"	-0.0578004938000003	1.13306838863334	0.968823692151256	0.00153933264013976	"AOC2"
"ENSDARG00000014646"	"13175923"	"zgc:113006"	"NM_001013555"	"GO:0009308"	"zgc:113006"	-0.0578004938000003	1.13306838863334	0.968823692151256	0.00153933264013976	"AOC3"
"ENSDARG00000014646"	"13175923"	"zgc:113006"	"NM_001013555"	"GO:0009308"	"zgc:113006"	-0.0578004938000003	1.13306838863334	0.968823692151256	0.00153933264013976	"AOC3"
"ENSDARG00000014646"	"13175923"	"zgc:113006"	"NM_001013555"	"GO:0009308"	"zgc:113006"	-0.0578004938000003	1.13306838863334	0.968823692151256	0.00153933264013976	"AOC2"
"ENSDARG00000013335"	"13012457"	"anxa6"	"NM_001002038"	"GO:0001778"	"annexin A6"	-0.176296707066667	1.45567304396667	0.914463239912084	0.00160091790999574	"ANXA6"
"ENSDARG00000013335"	"13012457"	"anxa6"	"NM_001002038"	"GO:0001778"	"annexin A6"	-0.176296707066667	1.45567304396667	0.914463239912084	0.00160091790999574	"ANXA6"
"ENSDARG00000013335"	"13012457"	"anxa6"	"NM_001002038"	"GO:0001778"	"annexin A6"	-0.176296707066667	1.45567304396667	0.914463239912084	0.00160091790999574	"ANXA6"
"ENSDARG00000013335"	"13012457"	"anxa6"	"NM_001002038"	"GO:0001778"	"annexin A6"	-0.176296707066667	1.45567304396667	0.914463239912084	0.00160091790999574	"ANXA6"
"ENSDARG00000079889"	"12964601"	"PHLDB2 (2 of 2)"	"ENSDART00000109705"	"GO:0005515"	NA	0.299577712533333	1.15472604033333	0.766355672269325	0.0016431291998569	"PHLDB2"
"ENSDARG00000079889"	"12964601"	"PHLDB2 (2 of 2)"	"ENSDART00000109705"	"GO:0005515"	NA	0.299577712533333	1.15472604033333	0.766355672269325	0.0016431291998569	"PHLDB2"
"ENSDARG00000079889"	"12964601"	"PHLDB2 (2 of 2)"	"ENSDART00000109705"	"GO:0005515"	NA	0.299577712533333	1.15472604033333	0.766355672269325	0.0016431291998569	"PHLDB2"
"ENSDARG00000035521"	"13194975"	"sfrp1a"	"NM_205585"	"GO:0001654"	"Danio rerio secreted frizzled-related protein 1 (sfrp1) mRNA, complete cds."	-0.232972759466667	1.5525231852	0.885050230574888	0.00165151188600093	"SFRP1"
"ENSDARG00000035521"	"13194975"	"sfrp1a"	"NM_205585"	"GO:0001654"	"Danio rerio secreted frizzled-related protein 1 (sfrp1) mRNA, complete cds."	-0.232972759466667	1.5525231852	0.885050230574888	0.00165151188600093	"SFRP1"
"ENSDARG00000058032"	"13243997"	"si:dkey-6n6.2"	"BC122452"	"GO:0005575"	"cdna:known chromosome:Zv9:8:14686854:14687523:1 gene:ENSDARG00000058032 gene_biotype:protein_coding transcript_biotype:processed_transcript"	0.210081220033334	-1.1810174348	0.859956406571896	0.00165755281060104	""
"ENSDARG00000058032"	"13243997"	"si:dkey-6n6.2"	"BC122452"	"GO:0005575"	"cdna:known chromosome:Zv9:8:14686854:14687523:1 gene:ENSDARG00000058032 gene_biotype:protein_coding transcript_biotype:processed_transcript"	0.210081220033334	-1.1810174348	0.859956406571896	0.00165755281060104	""
"ENSDARG00000077356"	"13179775"	"LOC100330238"	"XM_002661341"	NA	NA	0.119279239600002	1.5324880835	0.952780221831321	0.00165911272030815	"SYPL1"
"ENSDARG00000077356"	"13179775"	"LOC100330238"	"XM_002661341"	NA	NA	0.119279239600002	1.5324880835	0.952780221831321	0.00165911272030815	"SYPL1"
"ENSDARG00000015917"	"12963686"	"rnft1"	"ENSDART00000022484"	"GO:0016021"	"Danio rerio zgc:77306, mRNA (cDNA clone MGC:77306 IMAGE:6966044), complete cds."	0.165385533133333	-0.815880670666667	0.83298008623064	0.00178445220131073	"RNFT1"
"ENSDARG00000015917"	"12963686"	"rnft1"	"ENSDART00000022484"	"GO:0016021"	"Danio rerio zgc:77306, mRNA (cDNA clone MGC:77306 IMAGE:6966044), complete cds."	0.165385533133333	-0.815880670666667	0.83298008623064	0.00178445220131073	"RNFT1"
"ENSDARG00000054026"	"13222678"	"LOC559807"	"XM_683179"	NA	NA	0.3200524268	-1.44663385946666	0.815014259225931	0.00181207290545793	"MUSTN1"
"ENSDARG00000045999"	"13225910"	"saa"	"ENSDART00000067629"	"GO:0006953"	"Danio rerio zgc:103580, mRNA (cDNA clone MGC:103580 IMAGE:7244465), complete cds."	-0.0270523142999988	3.0052062548	0.995435278952359	0.0019219108038674	"SAA2"
"ENSDARG00000045999"	"13225910"	"saa"	"ENSDART00000067629"	"GO:0006953"	"Danio rerio zgc:103580, mRNA (cDNA clone MGC:103580 IMAGE:7244465), complete cds."	-0.0270523142999988	3.0052062548	0.995435278952359	0.0019219108038674	"SAA4"
"ENSDARG00000045999"	"13225910"	"saa"	"ENSDART00000067629"	"GO:0006953"	"Danio rerio zgc:103580, mRNA (cDNA clone MGC:103580 IMAGE:7244465), complete cds."	-0.0270523142999988	3.0052062548	0.995435278952359	0.0019219108038674	"SAA1"
"ENSDARG00000045999"	"13225910"	"saa"	"ENSDART00000067629"	"GO:0006953"	"Danio rerio zgc:103580, mRNA (cDNA clone MGC:103580 IMAGE:7244465), complete cds."	-0.0270523142999988	3.0052062548	0.995435278952359	0.0019219108038674	"SAA1"
