NAME	TITLE	SCORE	
C5	complement C5 [Source:HGNC Symbol;Acc:HGNC:1331]	2.1651154	
MMP9	matrix metallopeptidase 9 [Source:HGNC Symbol;Acc:HGNC:7176]	2.1423085	
CARD9	caspase recruitment domain family member 9 [Source:HGNC Symbol;Acc:HGNC:16391]	2.109102	
PZP	PZP alpha-2-macroglobulin like [Source:HGNC Symbol;Acc:HGNC:9750]	2.1062593	
A2ML1	alpha-2-macroglobulin like 1 [Source:HGNC Symbol;Acc:HGNC:23336]	2.1062593	
LYG1	lysozyme g1 [Source:HGNC Symbol;Acc:HGNC:27014]	2.0703564	
LYG2	lysozyme g2 [Source:HGNC Symbol;Acc:HGNC:29615]	2.0703564	
MYH6	myosin heavy chain 6 [Source:HGNC Symbol;Acc:HGNC:7576]	2.0659726	
CES5A	carboxylesterase 5A [Source:HGNC Symbol;Acc:HGNC:26459]	2.0317569	
CES4A	carboxylesterase 4A [Source:HGNC Symbol;Acc:HGNC:26741]	2.0317569	
CES2	carboxylesterase 2 [Source:HGNC Symbol;Acc:HGNC:1864]	2.0317569	
CES1	carboxylesterase 1 [Source:HGNC Symbol;Acc:HGNC:1863]	2.0317569	
SERPINE1	serpin family E member 1 [Source:HGNC Symbol;Acc:HGNC:8583]	2.001903	
STEAP4	STEAP4 metalloreductase [Source:HGNC Symbol;Acc:HGNC:21923]	1.9837191	
C9	complement C9 [Source:HGNC Symbol;Acc:HGNC:1358]	1.9754277	
MIOX	myo-inositol oxygenase [Source:HGNC Symbol;Acc:HGNC:14522]	1.9557419	
MOXD1	monooxygenase DBH like 1 [Source:HGNC Symbol;Acc:HGNC:21063]	1.9408859	
SERPINF2	serpin family F member 2 [Source:HGNC Symbol;Acc:HGNC:9075]	1.9269294	
CD209	CD209 molecule [Source:HGNC Symbol;Acc:HGNC:1641]	1.9056616	
CD207	CD207 molecule [Source:HGNC Symbol;Acc:HGNC:17935]	1.9056616	
FCER2	Fc epsilon receptor II [Source:HGNC Symbol;Acc:HGNC:3612]	1.9056616	
CLEC4M	C-type lectin domain family 4 member M [Source:HGNC Symbol;Acc:HGNC:13523]	1.9056616	
CLEC4A	C-type lectin domain family 4 member A [Source:HGNC Symbol;Acc:HGNC:13257]	1.9056616	
CLEC4G	C-type lectin domain family 4 member G [Source:HGNC Symbol;Acc:HGNC:24591]	1.9056616	
CLEC6A	C-type lectin domain containing 6A [Source:HGNC Symbol;Acc:HGNC:14556]	1.9056616	
C4B	complement C4B (Chido blood group) [Source:HGNC Symbol;Acc:HGNC:1324]	1.9051617	
C4A	complement C4A (Rodgers blood group) [Source:HGNC Symbol;Acc:HGNC:1323]	1.9051617	
LSS	lanosterol synthase [Source:HGNC Symbol;Acc:HGNC:6708]	1.890705	
FDPS	farnesyl diphosphate synthase [Source:HGNC Symbol;Acc:HGNC:3631]	1.8785579	
RDH11	retinol dehydrogenase 11 [Source:HGNC Symbol;Acc:HGNC:17964]	1.8755208	
MDK	midkine [Source:HGNC Symbol;Acc:HGNC:6972]	1.8582647	
ADM2	adrenomedullin 2 [Source:HGNC Symbol;Acc:HGNC:28898]	1.8486662	
NCF2	neutrophil cytosolic factor 2 [Source:HGNC Symbol;Acc:HGNC:7661]	1.8316458	
GADD45G	growth arrest and DNA damage inducible gamma [Source:HGNC Symbol;Acc:HGNC:4097]	1.8302276	
DHRS3	dehydrogenase/reductase 3 [Source:HGNC Symbol;Acc:HGNC:17693]	1.8293461	
ANXA2	annexin A2 [Source:HGNC Symbol;Acc:HGNC:537]	1.820455	
GPNMB	glycoprotein nmb [Source:HGNC Symbol;Acc:HGNC:4462]	1.8173283	
FHL5	four and a half LIM domains 5 [Source:HGNC Symbol;Acc:HGNC:17371]	1.8139651	
C3	complement C3 [Source:HGNC Symbol;Acc:HGNC:1318]	1.8101381	
LIPG	lipase G, endothelial type [Source:HGNC Symbol;Acc:HGNC:6623]	1.8074112	
MASP2	MBL associated serine protease 2 [Source:HGNC Symbol;Acc:HGNC:6902]	1.8016773	
LYZL1	lysozyme like 1 [Source:HGNC Symbol;Acc:HGNC:30502]	1.7634677	
LYZL2	lysozyme like 2 [Source:HGNC Symbol;Acc:HGNC:29613]	1.7634677	
ENTPD3	ectonucleoside triphosphate diphosphohydrolase 3 [Source:HGNC Symbol;Acc:HGNC:3365]	1.7487811	
CYBB	cytochrome b-245 beta chain [Source:HGNC Symbol;Acc:HGNC:2578]	1.7392529	
NOS2	nitric oxide synthase 2 [Source:HGNC Symbol;Acc:HGNC:7873]	1.737798	
LYPD8	LY6/PLAUR domain containing 8 [Source:HGNC Symbol;Acc:HGNC:44208]	1.7110912	
PINLYP	phospholipase A2 inhibitor and LY6/PLAUR domain containing [Source:HGNC Symbol;Acc:HGNC:44206]	1.7110912	
PLG	plasminogen [Source:HGNC Symbol;Acc:HGNC:9071]	1.7085874	
PLGLB1	plasminogen like B1 [Source:HGNC Symbol;Acc:HGNC:9072]	1.7085874	
PLGLB2	plasminogen like B2 [Source:HGNC Symbol;Acc:HGNC:9073]	1.7085874	
MXRA5	matrix remodeling associated 5 [Source:HGNC Symbol;Acc:HGNC:7539]	1.7039444	
C7	complement C7 [Source:HGNC Symbol;Acc:HGNC:1346]	1.6855177	
ANXA3	annexin A3 [Source:HGNC Symbol;Acc:HGNC:541]	1.684714	
PTGES	prostaglandin E synthase [Source:HGNC Symbol;Acc:HGNC:9599]	1.6737404	
HLA-DQA2	major histocompatibility complex, class II, DQ alpha 2 [Source:HGNC Symbol;Acc:HGNC:4943]	1.6580266	
HLA-DQA1	major histocompatibility complex, class II, DQ alpha 1 [Source:HGNC Symbol;Acc:HGNC:4942]	1.6580266	
AACS	acetoacetyl-CoA synthetase [Source:HGNC Symbol;Acc:HGNC:21298]	1.6577845	
IGSF6	immunoglobulin superfamily member 6 [Source:HGNC Symbol;Acc:HGNC:5953]	1.6506833	
COL6A3	collagen type VI alpha 3 chain [Source:HGNC Symbol;Acc:HGNC:2213]	1.6504775	
ADAM8	ADAM metallopeptidase domain 8 [Source:HGNC Symbol;Acc:HGNC:215]	1.6433043	
F5	coagulation factor V [Source:HGNC Symbol;Acc:HGNC:3542]	1.6383175	
SCAMP5	secretory carrier membrane protein 5 [Source:HGNC Symbol;Acc:HGNC:30386]	1.6264175	
OLR1	oxidized low density lipoprotein receptor 1 [Source:HGNC Symbol;Acc:HGNC:8133]	1.6050519	
CLEC12A	C-type lectin domain family 12 member A [Source:HGNC Symbol;Acc:HGNC:31713]	1.6050519	
CLEC12B	C-type lectin domain family 12 member B [Source:HGNC Symbol;Acc:HGNC:31966]	1.6050519	
CLEC9A	C-type lectin domain containing 9A [Source:HGNC Symbol;Acc:HGNC:26705]	1.6050519	
CD69	CD69 molecule [Source:HGNC Symbol;Acc:HGNC:1694]	1.6050519	
CLEC5A	C-type lectin domain containing 5A [Source:HGNC Symbol;Acc:HGNC:2054]	1.6050519	
CLEC7A	C-type lectin domain containing 7A [Source:HGNC Symbol;Acc:HGNC:14558]	1.6050519	
CLEC1A	C-type lectin domain family 1 member A [Source:HGNC Symbol;Acc:HGNC:24355]	1.6050519	
CLEC1B	C-type lectin domain family 1 member B [Source:HGNC Symbol;Acc:HGNC:24356]	1.6050519	
CLEC2L	C-type lectin domain family 2 member L [Source:HGNC Symbol;Acc:HGNC:21969]	1.6050519	
CLEC2A	C-type lectin domain family 2 member A [Source:HGNC Symbol;Acc:HGNC:24191]	1.6050519	
CLEC2B	C-type lectin domain family 2 member B [Source:HGNC Symbol;Acc:HGNC:2053]	1.6050519	
CLEC2D	C-type lectin domain family 2 member D [Source:HGNC Symbol;Acc:HGNC:14351]	1.6050519	
KLRF1	killer cell lectin like receptor F1 [Source:HGNC Symbol;Acc:HGNC:13342]	1.6050519	
KLRF2	killer cell lectin like receptor F2 [Source:HGNC Symbol;Acc:HGNC:37646]	1.6050519	
KLRB1	killer cell lectin like receptor B1 [Source:HGNC Symbol;Acc:HGNC:6373]	1.6050519	
KLRC1	killer cell lectin like receptor C1 [Source:HGNC Symbol;Acc:HGNC:6374]	1.6050519	
KLRC2	killer cell lectin like receptor C2 [Source:HGNC Symbol;Acc:HGNC:6375]	1.6050519	
KLRC3	killer cell lectin like receptor C3 [Source:HGNC Symbol;Acc:HGNC:6376]	1.6050519	
KLRC4	killer cell lectin like receptor C4 [Source:HGNC Symbol;Acc:HGNC:6377]	1.6050519	
KLRD1	killer cell lectin like receptor D1 [Source:HGNC Symbol;Acc:HGNC:6378]	1.6050519	
KLRG2	killer cell lectin like receptor G2 [Source:HGNC Symbol;Acc:HGNC:24778]	1.6050519	
CSF1	colony stimulating factor 1 [Source:HGNC Symbol;Acc:HGNC:2432]	1.5993296	
CDH2	cadherin 2 [Source:HGNC Symbol;Acc:HGNC:1759]	1.597866	
SULF1	sulfatase 1 [Source:HGNC Symbol;Acc:HGNC:20391]	1.5963465	
SERPING1	serpin family G member 1 [Source:HGNC Symbol;Acc:HGNC:1228]	1.5931464	
DCN	decorin [Source:HGNC Symbol;Acc:HGNC:2705]	1.5849856	
GSDME	gasdermin E [Source:HGNC Symbol;Acc:HGNC:2810]	1.5840108	
IDI1	isopentenyl-diphosphate delta isomerase 1 [Source:HGNC Symbol;Acc:HGNC:5387]	1.5733795	
IDI2	isopentenyl-diphosphate delta isomerase 2 [Source:HGNC Symbol;Acc:HGNC:23487]	1.5733795	
IL12RB1	interleukin 12 receptor subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:5971]	1.5702196	
CRLF2	cytokine receptor like factor 2 [Source:HGNC Symbol;Acc:HGNC:14281]	1.5702196	
IL2RG	interleukin 2 receptor subunit gamma [Source:HGNC Symbol;Acc:HGNC:6010]	1.5702196	
IL27RA	interleukin 27 receptor subunit alpha [Source:HGNC Symbol;Acc:HGNC:17290]	1.5702196	
IL6R	interleukin 6 receptor [Source:HGNC Symbol;Acc:HGNC:6019]	1.5702196	
IL23R	interleukin 23 receptor [Source:HGNC Symbol;Acc:HGNC:19100]	1.5702196	
OSMR	oncostatin M receptor [Source:HGNC Symbol;Acc:HGNC:8507]	1.5702196	
IL3RA	interleukin 3 receptor subunit alpha [Source:HGNC Symbol;Acc:HGNC:6012]	1.5702196	
FGG	fibrinogen gamma chain [Source:HGNC Symbol;Acc:HGNC:3694]	1.5493268	
LIPC	lipase C, hepatic type [Source:HGNC Symbol;Acc:HGNC:6619]	1.5351182	
ACAT2	acetyl-CoA acetyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:94]	1.5341797	
S1PR4	sphingosine-1-phosphate receptor 4 [Source:HGNC Symbol;Acc:HGNC:3170]	1.5323033	
SOD3	superoxide dismutase 3 [Source:HGNC Symbol;Acc:HGNC:11181]	1.5299911	
TDO2	tryptophan 2,3-dioxygenase [Source:HGNC Symbol;Acc:HGNC:11708]	1.5213742	
MCOLN3	mucolipin TRP cation channel 3 [Source:HGNC Symbol;Acc:HGNC:13358]	1.5191296	
SERPIND1	serpin family D member 1 [Source:HGNC Symbol;Acc:HGNC:4838]	1.4975998	
GADD45B	growth arrest and DNA damage inducible beta [Source:HGNC Symbol;Acc:HGNC:4096]	1.4894149	
IRGC	immunity related GTPase cinema [Source:HGNC Symbol;Acc:HGNC:28835]	1.4845055	
IRGM	immunity related GTPase M [Source:HGNC Symbol;Acc:HGNC:29597]	1.4845055	
PCSK9	proprotein convertase subtilisin/kexin type 9 [Source:HGNC Symbol;Acc:HGNC:20001]	1.4728338	
QSOX1	quiescin sulfhydryl oxidase 1 [Source:HGNC Symbol;Acc:HGNC:9756]	1.467006	
DIO2	iodothyronine deiodinase 2 [Source:HGNC Symbol;Acc:HGNC:2884]	1.4662092	
COLEC12	collectin subfamily member 12 [Source:HGNC Symbol;Acc:HGNC:16016]	1.4649062	
NEB	nebulin [Source:HGNC Symbol;Acc:HGNC:7720]	1.4642674	
CYP51A1	cytochrome P450 family 51 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:2649]	1.4552101	
SLC6A9	solute carrier family 6 member 9 [Source:HGNC Symbol;Acc:HGNC:11056]	1.4457592	
TNF	tumor necrosis factor [Source:HGNC Symbol;Acc:HGNC:11892]	1.4245998	
LTA	lymphotoxin alpha [Source:HGNC Symbol;Acc:HGNC:6709]	1.4245998	
IL13RA2	interleukin 13 receptor subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:5975]	1.419752	
CFB	complement factor B [Source:HGNC Symbol;Acc:HGNC:1037]	1.4158862	
SLC16A9	solute carrier family 16 member 9 [Source:HGNC Symbol;Acc:HGNC:23520]	1.4112102	
DPT	dermatopontin [Source:HGNC Symbol;Acc:HGNC:3011]	1.4109188	
CP	ceruloplasmin [Source:HGNC Symbol;Acc:HGNC:2295]	1.3990507	
GARNL3	GTPase activating Rap/RanGAP domain like 3 [Source:HGNC Symbol;Acc:HGNC:25425]	1.3955852	
SNX10	sorting nexin 10 [Source:HGNC Symbol;Acc:HGNC:14974]	1.3931311	
HMGCR	3-hydroxy-3-methylglutaryl-CoA reductase [Source:HGNC Symbol;Acc:HGNC:5006]	1.3809637	
PI15	peptidase inhibitor 15 [Source:HGNC Symbol;Acc:HGNC:8946]	1.3758894	
IRF8	interferon regulatory factor 8 [Source:HGNC Symbol;Acc:HGNC:5358]	1.3728231	
ENOX1	ecto-NOX disulfide-thiol exchanger 1 [Source:HGNC Symbol;Acc:HGNC:25474]	1.3549223	
EFEMP2	EGF containing fibulin extracellular matrix protein 2 [Source:HGNC Symbol;Acc:HGNC:3219]	1.3475664	
ANGPTL1	angiopoietin like 1 [Source:HGNC Symbol;Acc:HGNC:489]	1.3357496	
DES	desmin [Source:HGNC Symbol;Acc:HGNC:2770]	1.3271359	
COMT	catechol-O-methyltransferase [Source:HGNC Symbol;Acc:HGNC:2228]	1.3263811	
CLIC2	chloride intracellular channel 2 [Source:HGNC Symbol;Acc:HGNC:2063]	1.3240876	
FN1	fibronectin 1 [Source:HGNC Symbol;Acc:HGNC:3778]	1.3208969	
C6	complement C6 [Source:HGNC Symbol;Acc:HGNC:1339]	1.3124002	
MYBPC1	myosin binding protein C1 [Source:HGNC Symbol;Acc:HGNC:7549]	1.3088131	
PGLYRP1	peptidoglycan recognition protein 1 [Source:HGNC Symbol;Acc:HGNC:8904]	1.3087499	
IGF1	insulin like growth factor 1 [Source:HGNC Symbol;Acc:HGNC:5464]	1.3085926	
FCAMR	Fc alpha and mu receptor [Source:HGNC Symbol;Acc:HGNC:24692]	1.3038441	
LRRC52	leucine rich repeat containing 52 [Source:HGNC Symbol;Acc:HGNC:32156]	1.3020182	
TGFBI	transforming growth factor beta induced [Source:HGNC Symbol;Acc:HGNC:11771]	1.3003438	
CALN1	calneuron 1 [Source:HGNC Symbol;Acc:HGNC:13248]	1.2995504	
COL12A1	collagen type XII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2188]	1.2955484	
VTN	vitronectin [Source:HGNC Symbol;Acc:HGNC:12724]	1.2827034	
COL1A1	collagen type I alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2197]	1.2812029	
COL1A2	collagen type I alpha 2 chain [Source:HGNC Symbol;Acc:HGNC:2198]	1.2803308	
FUT3	fucosyltransferase 3 (Lewis blood group) [Source:HGNC Symbol;Acc:HGNC:4014]	1.2797564	
FUT6	fucosyltransferase 6 [Source:HGNC Symbol;Acc:HGNC:4017]	1.2797564	
FUT5	fucosyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:4016]	1.2797564	
STRIP2	striatin interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:22209]	1.2769057	
CTSK	cathepsin K [Source:HGNC Symbol;Acc:HGNC:2536]	1.2601137	
IGFLR1	IGF like family receptor 1 [Source:HGNC Symbol;Acc:HGNC:23620]	1.2562363	
NID1	nidogen 1 [Source:HGNC Symbol;Acc:HGNC:7821]	1.2526104	
MPP4	MAGUK p55 scaffold protein 4 [Source:HGNC Symbol;Acc:HGNC:13680]	1.2501816	
NOXO1	NADPH oxidase organizer 1 [Source:HGNC Symbol;Acc:HGNC:19404]	1.248572	
HSPB1	heat shock protein family B (small) member 1 [Source:HGNC Symbol;Acc:HGNC:5246]	1.2481499	
EMILIN2	elastin microfibril interfacer 2 [Source:HGNC Symbol;Acc:HGNC:19881]	1.247046	
MPEG1	macrophage expressed 1 [Source:HGNC Symbol;Acc:HGNC:29619]	1.241725	
BLNK	B cell linker [Source:HGNC Symbol;Acc:HGNC:14211]	1.2317108	
SPI1	Spi-1 proto-oncogene [Source:HGNC Symbol;Acc:HGNC:11241]	1.2314082	
ADA2	adenosine deaminase 2 [Source:HGNC Symbol;Acc:HGNC:1839]	1.2166237	
TCF21	transcription factor 21 [Source:HGNC Symbol;Acc:HGNC:11632]	1.2141073	
ABCB11	ATP binding cassette subfamily B member 11 [Source:HGNC Symbol;Acc:HGNC:42]	1.2139263	
TTC36	tetratricopeptide repeat domain 36 [Source:HGNC Symbol;Acc:HGNC:33708]	1.2138225	
RASGRP2	RAS guanyl releasing protein 2 [Source:HGNC Symbol;Acc:HGNC:9879]	1.2116207	
MMP20	matrix metallopeptidase 20 [Source:HGNC Symbol;Acc:HGNC:7167]	1.2007385	
MMP27	matrix metallopeptidase 27 [Source:HGNC Symbol;Acc:HGNC:14250]	1.2007385	
MMP26	matrix metallopeptidase 26 [Source:HGNC Symbol;Acc:HGNC:14249]	1.2007385	
MMP10	matrix metallopeptidase 10 [Source:HGNC Symbol;Acc:HGNC:7156]	1.2007385	
MMP12	matrix metallopeptidase 12 [Source:HGNC Symbol;Acc:HGNC:7158]	1.2007385	
MMP3	matrix metallopeptidase 3 [Source:HGNC Symbol;Acc:HGNC:7173]	1.2007385	
PHLDB2	pleckstrin homology like domain family B member 2 [Source:HGNC Symbol;Acc:HGNC:29573]	1.1989421	
SCARA3	scavenger receptor class A member 3 [Source:HGNC Symbol;Acc:HGNC:19000]	1.1959008	
DHCR24	24-dehydrocholesterol reductase [Source:HGNC Symbol;Acc:HGNC:2859]	1.1934351	
VCAM1	vascular cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:12663]	1.1922169	
IL2RB	interleukin 2 receptor subunit beta [Source:HGNC Symbol;Acc:HGNC:6009]	1.1869841	
F7	coagulation factor VII [Source:HGNC Symbol;Acc:HGNC:3544]	1.1818093	
SLC46A2	solute carrier family 46 member 2 [Source:HGNC Symbol;Acc:HGNC:16055]	1.1781633	
IL11	interleukin 11 [Source:HGNC Symbol;Acc:HGNC:5966]	1.1747214	
SOCS3	suppressor of cytokine signaling 3 [Source:HGNC Symbol;Acc:HGNC:19391]	1.1735193	
MVK	mevalonate kinase [Source:HGNC Symbol;Acc:HGNC:7530]	1.1720233	
HCK	HCK proto-oncogene, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:4840]	1.16973	
EMILIN1	elastin microfibril interfacer 1 [Source:HGNC Symbol;Acc:HGNC:19880]	1.1677445	
CPT1C	carnitine palmitoyltransferase 1C [Source:HGNC Symbol;Acc:HGNC:18540]	1.160004	
EBP	EBP cholestenol delta-isomerase [Source:HGNC Symbol;Acc:HGNC:3133]	1.1586365	
MXRA8	matrix remodeling associated 8 [Source:HGNC Symbol;Acc:HGNC:7542]	1.1531612	
TNNC2	troponin C2, fast skeletal type [Source:HGNC Symbol;Acc:HGNC:11944]	1.1483523	
UCHL1	ubiquitin C-terminal hydrolase L1 [Source:HGNC Symbol;Acc:HGNC:12513]	1.1404732	
MSMO1	methylsterol monooxygenase 1 [Source:HGNC Symbol;Acc:HGNC:10545]	1.1385754	
SYPL1	synaptophysin like 1 [Source:HGNC Symbol;Acc:HGNC:11507]	1.136765	
SULF2	sulfatase 2 [Source:HGNC Symbol;Acc:HGNC:20392]	1.1350281	
MMP2	matrix metallopeptidase 2 [Source:HGNC Symbol;Acc:HGNC:7166]	1.1349438	
ANXA1	annexin A1 [Source:HGNC Symbol;Acc:HGNC:533]	1.1336823	
MYO1F	myosin IF [Source:HGNC Symbol;Acc:HGNC:7600]	1.1300815	
ACKR3	atypical chemokine receptor 3 [Source:HGNC Symbol;Acc:HGNC:23692]	1.1297917	
SPIB	Spi-B transcription factor [Source:HGNC Symbol;Acc:HGNC:11242]	1.1283438	
GIP	gastric inhibitory polypeptide [Source:HGNC Symbol;Acc:HGNC:4270]	1.1241927	
SLC22A2	solute carrier family 22 member 2 [Source:HGNC Symbol;Acc:HGNC:10966]	1.1217983	
CD99	CD99 molecule (Xg blood group) [Source:HGNC Symbol;Acc:HGNC:7082]	1.1212735	
THBS1	thrombospondin 1 [Source:HGNC Symbol;Acc:HGNC:11785]	1.1170233	
ITGB2	integrin subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:6155]	1.1123359	
AEBP1	AE binding protein 1 [Source:HGNC Symbol;Acc:HGNC:303]	1.1084232	
ENTPD1	ectonucleoside triphosphate diphosphohydrolase 1 [Source:HGNC Symbol;Acc:HGNC:3363]	1.1079711	
LECT2	leukocyte cell derived chemotaxin 2 [Source:HGNC Symbol;Acc:HGNC:6550]	1.107514	
SRGAP2	SLIT-ROBO Rho GTPase activating protein 2 [Source:HGNC Symbol;Acc:HGNC:19751]	1.106159	
SRGAP2C	SLIT-ROBO Rho GTPase activating protein 2C [Source:HGNC Symbol;Acc:HGNC:30584]	1.106159	
SRGAP2B	SLIT-ROBO Rho GTPase activating protein 2B [Source:HGNC Symbol;Acc:HGNC:35237]	1.106159	
ANXA6	annexin A6 [Source:HGNC Symbol;Acc:HGNC:544]	1.1037238	
SLC25A1	solute carrier family 25 member 1 [Source:HGNC Symbol;Acc:HGNC:10979]	1.1023993	
MYRF	myelin regulatory factor [Source:HGNC Symbol;Acc:HGNC:1181]	1.1021365	
ACTN2	actinin alpha 2 [Source:HGNC Symbol;Acc:HGNC:164]	1.0994042	
PAPLN	papilin, proteoglycan like sulfated glycoprotein [Source:HGNC Symbol;Acc:HGNC:19262]	1.09903	
FHL1	four and a half LIM domains 1 [Source:HGNC Symbol;Acc:HGNC:3702]	1.0987536	
NECTIN1	nectin cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:9706]	1.0968947	
BMP1	bone morphogenetic protein 1 [Source:HGNC Symbol;Acc:HGNC:1067]	1.0961351	
MYH10	myosin heavy chain 10 [Source:HGNC Symbol;Acc:HGNC:7568]	1.0916238	
GPM6B	glycoprotein M6B [Source:HGNC Symbol;Acc:HGNC:4461]	1.091124	
ADD3	adducin 3 [Source:HGNC Symbol;Acc:HGNC:245]	1.0839579	
GLIPR2	GLI pathogenesis related 2 [Source:HGNC Symbol;Acc:HGNC:18007]	1.0774213	
PADI3	peptidyl arginine deiminase 3 [Source:HGNC Symbol;Acc:HGNC:18337]	1.0762662	
PADI2	peptidyl arginine deiminase 2 [Source:HGNC Symbol;Acc:HGNC:18341]	1.0762662	
PADI4	peptidyl arginine deiminase 4 [Source:HGNC Symbol;Acc:HGNC:18368]	1.0762662	
PADI1	peptidyl arginine deiminase 1 [Source:HGNC Symbol;Acc:HGNC:18367]	1.0762662	
PADI6	peptidyl arginine deiminase 6 [Source:HGNC Symbol;Acc:HGNC:20449]	1.0762662	
PPBP	pro-platelet basic protein [Source:HGNC Symbol;Acc:HGNC:9240]	1.0742255	
CPN1	carboxypeptidase N subunit 1 [Source:HGNC Symbol;Acc:HGNC:2312]	1.0729665	
TGM2	transglutaminase 2 [Source:HGNC Symbol;Acc:HGNC:11778]	1.0724796	
MMP14	matrix metallopeptidase 14 [Source:HGNC Symbol;Acc:HGNC:7160]	1.0724609	
TRPV4	transient receptor potential cation channel subfamily V member 4 [Source:HGNC Symbol;Acc:HGNC:18083]	1.0539902	
RIN3	Ras and Rab interactor 3 [Source:HGNC Symbol;Acc:HGNC:18751]	1.050162	
CELA1	chymotrypsin like elastase 1 [Source:HGNC Symbol;Acc:HGNC:3308]	1.0500311	
CD81	CD81 molecule [Source:HGNC Symbol;Acc:HGNC:1701]	1.0496665	
OAZ2	ornithine decarboxylase antizyme 2 [Source:HGNC Symbol;Acc:HGNC:8096]	1.0487958	
OGFRL1	opioid growth factor receptor like 1 [Source:HGNC Symbol;Acc:HGNC:21378]	1.0478303	
FOXP4	forkhead box P4 [Source:HGNC Symbol;Acc:HGNC:20842]	1.0474712	
CLEC4F	C-type lectin domain family 4 member F [Source:HGNC Symbol;Acc:HGNC:25357]	1.0461652	
PSTPIP2	proline-serine-threonine phosphatase interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:9581]	1.0421467	
LPCAT2	lysophosphatidylcholine acyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:26032]	1.0381045	
FNDC3B	fibronectin type III domain containing 3B [Source:HGNC Symbol;Acc:HGNC:24670]	1.0373961	
MOB2	MOB kinase activator 2 [Source:HGNC Symbol;Acc:HGNC:24904]	1.035219	
OXER1	oxoeicosanoid receptor 1 [Source:HGNC Symbol;Acc:HGNC:24884]	1.0328923	
DBNDD2	dysbindin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:15881]	1.0314347	
FGL2	fibrinogen like 2 [Source:HGNC Symbol;Acc:HGNC:3696]	1.030054	
STX1A	syntaxin 1A [Source:HGNC Symbol;Acc:HGNC:11433]	1.023757	
PRDX5	peroxiredoxin 5 [Source:HGNC Symbol;Acc:HGNC:9355]	1.0190936	
