NAME	TITLE	SCORE	
MOXD1	monooxygenase DBH like 1 [Source:HGNC Symbol;Acc:HGNC:21063]	2.5089974	
APOD	apolipoprotein D [Source:HGNC Symbol;Acc:HGNC:612]	2.4567535	
LGALS14	galectin 14 [Source:HGNC Symbol;Acc:HGNC:30054]	2.4368837	
LGALS16	galectin 16 [Source:HGNC Symbol;Acc:HGNC:40039]	2.4368837	
LGALS13	galectin 13 [Source:HGNC Symbol;Acc:HGNC:15449]	2.4368837	
ITLN2	intelectin 2 [Source:HGNC Symbol;Acc:HGNC:20599]	2.3913174	
C8B	complement C8 beta chain [Source:HGNC Symbol;Acc:HGNC:1353]	2.3868227	
NCF2	neutrophil cytosolic factor 2 [Source:HGNC Symbol;Acc:HGNC:7661]	2.3846483	
F5	coagulation factor V [Source:HGNC Symbol;Acc:HGNC:3542]	2.3590326	
CARD9	caspase recruitment domain family member 9 [Source:HGNC Symbol;Acc:HGNC:16391]	2.285425	
C5AR2	complement C5a receptor 2 [Source:HGNC Symbol;Acc:HGNC:4527]	2.2813618	
C5AR1	complement C5a receptor 1 [Source:HGNC Symbol;Acc:HGNC:1338]	2.2813618	
GPR84	G protein-coupled receptor 84 [Source:HGNC Symbol;Acc:HGNC:4535]	2.2732708	
PLG	plasminogen [Source:HGNC Symbol;Acc:HGNC:9071]	2.2409027	
PLGLB1	plasminogen like B1 [Source:HGNC Symbol;Acc:HGNC:9072]	2.2409027	
PLGLB2	plasminogen like B2 [Source:HGNC Symbol;Acc:HGNC:9073]	2.2409027	
F9	coagulation factor IX [Source:HGNC Symbol;Acc:HGNC:3551]	2.2360308	
S1PR4	sphingosine-1-phosphate receptor 4 [Source:HGNC Symbol;Acc:HGNC:3170]	2.2348747	
PROC	protein C, inactivator of coagulation factors Va and VIIIa [Source:HGNC Symbol;Acc:HGNC:9451]	2.2079241	
BLNK	B cell linker [Source:HGNC Symbol;Acc:HGNC:14211]	2.200982	
CSF3R	colony stimulating factor 3 receptor [Source:HGNC Symbol;Acc:HGNC:2439]	2.197512	
ALOX5AP	arachidonate 5-lipoxygenase activating protein [Source:HGNC Symbol;Acc:HGNC:436]	2.1969426	
HCK	HCK proto-oncogene, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:4840]	2.1772406	
CYBB	cytochrome b-245 beta chain [Source:HGNC Symbol;Acc:HGNC:2578]	2.152441	
CD53	CD53 molecule [Source:HGNC Symbol;Acc:HGNC:1686]	2.1426787	
SPI1	Spi-1 proto-oncogene [Source:HGNC Symbol;Acc:HGNC:11241]	2.1252077	
MPEG1	macrophage expressed 1 [Source:HGNC Symbol;Acc:HGNC:29619]	2.118745	
GJA4	gap junction protein alpha 4 [Source:HGNC Symbol;Acc:HGNC:4278]	2.116927	
ACOD1	aconitate decarboxylase 1 [Source:HGNC Symbol;Acc:HGNC:33904]	2.094342	
KLK15	kallikrein related peptidase 15 [Source:HGNC Symbol;Acc:HGNC:20453]	2.0797808	
PRSS48	serine protease 48 [Source:HGNC Symbol;Acc:HGNC:24635]	2.0797808	
PRSS33	serine protease 33 [Source:HGNC Symbol;Acc:HGNC:30405]	2.0797808	
PTPN6	protein tyrosine phosphatase non-receptor type 6 [Source:HGNC Symbol;Acc:HGNC:9658]	2.079147	
ADGRF1	adhesion G protein-coupled receptor F1 [Source:HGNC Symbol;Acc:HGNC:18990]	2.0594375	
GCK	glucokinase [Source:HGNC Symbol;Acc:HGNC:4195]	2.0432096	
ADAM28	ADAM metallopeptidase domain 28 [Source:HGNC Symbol;Acc:HGNC:206]	1.9982638	
PDZK1IP1	PDZK1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:16887]	1.9866109	
C4B	complement C4B (Chido blood group) [Source:HGNC Symbol;Acc:HGNC:1324]	1.9755732	
C4A	complement C4A (Rodgers blood group) [Source:HGNC Symbol;Acc:HGNC:1323]	1.9755732	
OLR1	oxidized low density lipoprotein receptor 1 [Source:HGNC Symbol;Acc:HGNC:8133]	1.9697686	
CLEC12A	C-type lectin domain family 12 member A [Source:HGNC Symbol;Acc:HGNC:31713]	1.9697686	
CLEC12B	C-type lectin domain family 12 member B [Source:HGNC Symbol;Acc:HGNC:31966]	1.9697686	
CLEC9A	C-type lectin domain containing 9A [Source:HGNC Symbol;Acc:HGNC:26705]	1.9697686	
CD69	CD69 molecule [Source:HGNC Symbol;Acc:HGNC:1694]	1.9697686	
CLEC5A	C-type lectin domain containing 5A [Source:HGNC Symbol;Acc:HGNC:2054]	1.9697686	
CLEC7A	C-type lectin domain containing 7A [Source:HGNC Symbol;Acc:HGNC:14558]	1.9697686	
CLEC1A	C-type lectin domain family 1 member A [Source:HGNC Symbol;Acc:HGNC:24355]	1.9697686	
CLEC1B	C-type lectin domain family 1 member B [Source:HGNC Symbol;Acc:HGNC:24356]	1.9697686	
CLEC2L	C-type lectin domain family 2 member L [Source:HGNC Symbol;Acc:HGNC:21969]	1.9697686	
CLEC2A	C-type lectin domain family 2 member A [Source:HGNC Symbol;Acc:HGNC:24191]	1.9697686	
CLEC2B	C-type lectin domain family 2 member B [Source:HGNC Symbol;Acc:HGNC:2053]	1.9697686	
CLEC2D	C-type lectin domain family 2 member D [Source:HGNC Symbol;Acc:HGNC:14351]	1.9697686	
KLRF1	killer cell lectin like receptor F1 [Source:HGNC Symbol;Acc:HGNC:13342]	1.9697686	
KLRF2	killer cell lectin like receptor F2 [Source:HGNC Symbol;Acc:HGNC:37646]	1.9697686	
KLRB1	killer cell lectin like receptor B1 [Source:HGNC Symbol;Acc:HGNC:6373]	1.9697686	
KLRC1	killer cell lectin like receptor C1 [Source:HGNC Symbol;Acc:HGNC:6374]	1.9697686	
KLRC2	killer cell lectin like receptor C2 [Source:HGNC Symbol;Acc:HGNC:6375]	1.9697686	
KLRC3	killer cell lectin like receptor C3 [Source:HGNC Symbol;Acc:HGNC:6376]	1.9697686	
KLRC4	killer cell lectin like receptor C4 [Source:HGNC Symbol;Acc:HGNC:6377]	1.9697686	
KLRD1	killer cell lectin like receptor D1 [Source:HGNC Symbol;Acc:HGNC:6378]	1.9697686	
KLRG2	killer cell lectin like receptor G2 [Source:HGNC Symbol;Acc:HGNC:24778]	1.9697686	
ITGB2	integrin subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:6155]	1.9223055	
NOS2	nitric oxide synthase 2 [Source:HGNC Symbol;Acc:HGNC:7873]	1.9182538	
NCF1	neutrophil cytosolic factor 1 [Source:HGNC Symbol;Acc:HGNC:7660]	1.9143629	
MMP20	matrix metallopeptidase 20 [Source:HGNC Symbol;Acc:HGNC:7167]	1.8757603	
MMP27	matrix metallopeptidase 27 [Source:HGNC Symbol;Acc:HGNC:14250]	1.8757603	
MMP26	matrix metallopeptidase 26 [Source:HGNC Symbol;Acc:HGNC:14249]	1.8757603	
MMP10	matrix metallopeptidase 10 [Source:HGNC Symbol;Acc:HGNC:7156]	1.8757603	
MMP12	matrix metallopeptidase 12 [Source:HGNC Symbol;Acc:HGNC:7158]	1.8757603	
MMP3	matrix metallopeptidase 3 [Source:HGNC Symbol;Acc:HGNC:7173]	1.8757603	
FUT3	fucosyltransferase 3 (Lewis blood group) [Source:HGNC Symbol;Acc:HGNC:4014]	1.84407	
FUT6	fucosyltransferase 6 [Source:HGNC Symbol;Acc:HGNC:4017]	1.84407	
FUT5	fucosyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:4016]	1.84407	
FOXF1	forkhead box F1 [Source:HGNC Symbol;Acc:HGNC:3809]	1.8410255	
CCDC102B	coiled-coil domain containing 102B [Source:HGNC Symbol;Acc:HGNC:26295]	1.840281	
TRPV2	transient receptor potential cation channel subfamily V member 2 [Source:HGNC Symbol;Acc:HGNC:18082]	1.802891	
IL13RA2	interleukin 13 receptor subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:5975]	1.7740645	
CA6	carbonic anhydrase 6 [Source:HGNC Symbol;Acc:HGNC:1380]	1.7516185	
SFTPB	surfactant protein B [Source:HGNC Symbol;Acc:HGNC:10801]	1.7515519	
PSAPL1	prosaposin like 1 [Source:HGNC Symbol;Acc:HGNC:33131]	1.7515519	
C15orf48	chromosome 15 open reading frame 48 [Source:HGNC Symbol;Acc:HGNC:29898]	1.7205787	
HTRA3	HtrA serine peptidase 3 [Source:HGNC Symbol;Acc:HGNC:30406]	1.7153513	
CYP8B1	cytochrome P450 family 8 subfamily B member 1 [Source:HGNC Symbol;Acc:HGNC:2653]	1.7120425	
SPIB	Spi-B transcription factor [Source:HGNC Symbol;Acc:HGNC:11242]	1.7017407	
DUOXA1	dual oxidase maturation factor 1 [Source:HGNC Symbol;Acc:HGNC:26507]	1.6932425	
DUOXA2	dual oxidase maturation factor 2 [Source:HGNC Symbol;Acc:HGNC:32698]	1.6932425	
IRF8	interferon regulatory factor 8 [Source:HGNC Symbol;Acc:HGNC:5358]	1.6824784	
LCP1	lymphocyte cytosolic protein 1 [Source:HGNC Symbol;Acc:HGNC:6528]	1.6754168	
MAN1C1	mannosidase alpha class 1C member 1 [Source:HGNC Symbol;Acc:HGNC:19080]	1.6729574	
ENDOD1	endonuclease domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29129]	1.6602569	
SLA	Src like adaptor [Source:HGNC Symbol;Acc:HGNC:10902]	1.6555169	
LECT2	leukocyte cell derived chemotaxin 2 [Source:HGNC Symbol;Acc:HGNC:6550]	1.6394178	
CMKLR1	chemerin chemokine-like receptor 1 [Source:HGNC Symbol;Acc:HGNC:2121]	1.6371738	
ITGAE	integrin subunit alpha E [Source:HGNC Symbol;Acc:HGNC:6147]	1.6183946	
LPXN	leupaxin [Source:HGNC Symbol;Acc:HGNC:14061]	1.6163688	
SULT1A1	sulfotransferase family 1A member 1 [Source:HGNC Symbol;Acc:HGNC:11453]	1.6146762	
SULT1A4	sulfotransferase family 1A member 4 [Source:HGNC Symbol;Acc:HGNC:30004]	1.6146762	
SULT1A3	sulfotransferase family 1A member 3 [Source:HGNC Symbol;Acc:HGNC:11455]	1.6146762	
SULT1A2	sulfotransferase family 1A member 2 [Source:HGNC Symbol;Acc:HGNC:11454]	1.6146762	
CFD	complement factor D [Source:HGNC Symbol;Acc:HGNC:2771]	1.6035937	
NMUR1	neuromedin U receptor 1 [Source:HGNC Symbol;Acc:HGNC:4518]	1.5848285	
SYK	spleen associated tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:11491]	1.5845954	
ARHGDIG	Rho GDP dissociation inhibitor gamma [Source:HGNC Symbol;Acc:HGNC:680]	1.5845953	
CYBA	cytochrome b-245 alpha chain [Source:HGNC Symbol;Acc:HGNC:2577]	1.5755385	
TNNT1	troponin T1, slow skeletal type [Source:HGNC Symbol;Acc:HGNC:11948]	1.5753698	
CBLN3	cerebellin 3 precursor [Source:HGNC Symbol;Acc:HGNC:20146]	1.5752224	
CD74	CD74 molecule [Source:HGNC Symbol;Acc:HGNC:1697]	1.5724206	
FN1	fibronectin 1 [Source:HGNC Symbol;Acc:HGNC:3778]	1.5640384	
SOCS2	suppressor of cytokine signaling 2 [Source:HGNC Symbol;Acc:HGNC:19382]	1.5548768	
DRAM1	DNA damage regulated autophagy modulator 1 [Source:HGNC Symbol;Acc:HGNC:25645]	1.5521672	
FYB2	FYN binding protein 2 [Source:HGNC Symbol;Acc:HGNC:27295]	1.5462382	
SLC7A13	solute carrier family 7 member 13 [Source:HGNC Symbol;Acc:HGNC:23092]	1.5352542	
SLC7A11	solute carrier family 7 member 11 [Source:HGNC Symbol;Acc:HGNC:11059]	1.5352542	
CLEC4F	C-type lectin domain family 4 member F [Source:HGNC Symbol;Acc:HGNC:25357]	1.5286813	
CORO1A	coronin 1A [Source:HGNC Symbol;Acc:HGNC:2252]	1.527666	
MYO1F	myosin IF [Source:HGNC Symbol;Acc:HGNC:7600]	1.5258927	
GBGT1	globoside alpha-1,3-N-acetylgalactosaminyltransferase 1 (FORS blood group) [Source:HGNC Symbol;Acc:HGNC:20460]	1.5252473	
MYOF	myoferlin [Source:HGNC Symbol;Acc:HGNC:3656]	1.5213972	
UPP2	uridine phosphorylase 2 [Source:HGNC Symbol;Acc:HGNC:23061]	1.5173584	
BHLHA15	basic helix-loop-helix family member a15 [Source:HGNC Symbol;Acc:HGNC:22265]	1.5153778	
CD28	CD28 molecule [Source:HGNC Symbol;Acc:HGNC:1653]	1.5123444	
LIPG	lipase G, endothelial type [Source:HGNC Symbol;Acc:HGNC:6623]	1.5097214	
LRTM2	leucine rich repeats and transmembrane domains 2 [Source:HGNC Symbol;Acc:HGNC:32443]	1.5091578	
FCGRT	Fc gamma receptor and transporter [Source:HGNC Symbol;Acc:HGNC:3621]	1.5082698	
AZGP1	alpha-2-glycoprotein 1, zinc-binding [Source:HGNC Symbol;Acc:HGNC:910]	1.5082698	
HFE	homeostatic iron regulator [Source:HGNC Symbol;Acc:HGNC:4886]	1.5082698	
MICA	MHC class I polypeptide-related sequence A [Source:HGNC Symbol;Acc:HGNC:7090]	1.5082698	
MICB	MHC class I polypeptide-related sequence B [Source:HGNC Symbol;Acc:HGNC:7091]	1.5082698	
MR1	major histocompatibility complex, class I-related [Source:HGNC Symbol;Acc:HGNC:4975]	1.5082698	
IRGC	immunity related GTPase cinema [Source:HGNC Symbol;Acc:HGNC:28835]	1.5082084	
IRGM	immunity related GTPase M [Source:HGNC Symbol;Acc:HGNC:29597]	1.5082084	
PLIN2	perilipin 2 [Source:HGNC Symbol;Acc:HGNC:248]	1.507183	
AGER	advanced glycosylation end-product specific receptor [Source:HGNC Symbol;Acc:HGNC:320]	1.5047783	
MB	myoglobin [Source:HGNC Symbol;Acc:HGNC:6915]	1.4992667	
NKX2-3	NK2 homeobox 3 [Source:HGNC Symbol;Acc:HGNC:7836]	1.4975417	
GPR18	G protein-coupled receptor 18 [Source:HGNC Symbol;Acc:HGNC:4472]	1.4969702	
ADA2	adenosine deaminase 2 [Source:HGNC Symbol;Acc:HGNC:1839]	1.4802753	
PZP	PZP alpha-2-macroglobulin like [Source:HGNC Symbol;Acc:HGNC:9750]	1.4767803	
A2ML1	alpha-2-macroglobulin like 1 [Source:HGNC Symbol;Acc:HGNC:23336]	1.4767803	
PLCG2	phospholipase C gamma 2 [Source:HGNC Symbol;Acc:HGNC:9066]	1.4704213	
SLC12A3	solute carrier family 12 member 3 [Source:HGNC Symbol;Acc:HGNC:10912]	1.4681354	
PPBP	pro-platelet basic protein [Source:HGNC Symbol;Acc:HGNC:9240]	1.4665791	
MAT2A	methionine adenosyltransferase 2A [Source:HGNC Symbol;Acc:HGNC:6904]	1.4651121	
SLC38A5	solute carrier family 38 member 5 [Source:HGNC Symbol;Acc:HGNC:18070]	1.4638984	
RASGRP2	RAS guanyl releasing protein 2 [Source:HGNC Symbol;Acc:HGNC:9879]	1.4512569	
SCIN	scinderin [Source:HGNC Symbol;Acc:HGNC:21695]	1.450564	
MMP9	matrix metallopeptidase 9 [Source:HGNC Symbol;Acc:HGNC:7176]	1.4494679	
HLX	H2.0 like homeobox [Source:HGNC Symbol;Acc:HGNC:4978]	1.4480026	
NR1I3	nuclear receptor subfamily 1 group I member 3 [Source:HGNC Symbol;Acc:HGNC:7969]	1.4356419	
LCP2	lymphocyte cytosolic protein 2 [Source:HGNC Symbol;Acc:HGNC:6529]	1.4287453	
ENTPD1	ectonucleoside triphosphate diphosphohydrolase 1 [Source:HGNC Symbol;Acc:HGNC:3363]	1.4284618	
INPP5D	inositol polyphosphate-5-phosphatase D [Source:HGNC Symbol;Acc:HGNC:6079]	1.4248846	
FGL2	fibrinogen like 2 [Source:HGNC Symbol;Acc:HGNC:3696]	1.4246279	
FMNL1	formin like 1 [Source:HGNC Symbol;Acc:HGNC:1212]	1.4241998	
CRTAM	cytotoxic and regulatory T cell molecule [Source:HGNC Symbol;Acc:HGNC:24313]	1.4231113	
FUCA1	alpha-L-fucosidase 1 [Source:HGNC Symbol;Acc:HGNC:4006]	1.4096975	
SYNPO2	synaptopodin 2 [Source:HGNC Symbol;Acc:HGNC:17732]	1.4045584	
SLC22A18	solute carrier family 22 member 18 [Source:HGNC Symbol;Acc:HGNC:10964]	1.4014137	
SCPEP1	serine carboxypeptidase 1 [Source:HGNC Symbol;Acc:HGNC:29507]	1.4006774	
SLC5A10	solute carrier family 5 member 10 [Source:HGNC Symbol;Acc:HGNC:23155]	1.3996627	
CCKAR	cholecystokinin A receptor [Source:HGNC Symbol;Acc:HGNC:1570]	1.3987992	
SLC46A2	solute carrier family 46 member 2 [Source:HGNC Symbol;Acc:HGNC:16055]	1.3885856	
XIRP2	xin actin binding repeat containing 2 [Source:HGNC Symbol;Acc:HGNC:14303]	1.38768	
MYO1G	myosin IG [Source:HGNC Symbol;Acc:HGNC:13880]	1.3793179	
HTRA1	HtrA serine peptidase 1 [Source:HGNC Symbol;Acc:HGNC:9476]	1.3747936	
CTSK	cathepsin K [Source:HGNC Symbol;Acc:HGNC:2536]	1.3711245	
CRISP1	cysteine rich secretory protein 1 [Source:HGNC Symbol;Acc:HGNC:304]	1.3653827	
MMP14	matrix metallopeptidase 14 [Source:HGNC Symbol;Acc:HGNC:7160]	1.355178	
POU2F3	POU class 2 homeobox 3 [Source:HGNC Symbol;Acc:HGNC:19864]	1.3486878	
SOD3	superoxide dismutase 3 [Source:HGNC Symbol;Acc:HGNC:11181]	1.3403474	
DPT	dermatopontin [Source:HGNC Symbol;Acc:HGNC:3011]	1.3399264	
BCL3	BCL3 transcription coactivator [Source:HGNC Symbol;Acc:HGNC:998]	1.3366388	
TBC1D10C	TBC1 domain family member 10C [Source:HGNC Symbol;Acc:HGNC:24702]	1.3360114	
AQP8	aquaporin 8 [Source:HGNC Symbol;Acc:HGNC:642]	1.3345562	
CP	ceruloplasmin [Source:HGNC Symbol;Acc:HGNC:2295]	1.3344033	
GADD45G	growth arrest and DNA damage inducible gamma [Source:HGNC Symbol;Acc:HGNC:4097]	1.3330811	
RASGRP4	RAS guanyl releasing protein 4 [Source:HGNC Symbol;Acc:HGNC:18958]	1.3273339	
NHSL2	NHS like 2 [Source:HGNC Symbol;Acc:HGNC:33737]	1.3195715	
ICAM3	intercellular adhesion molecule 3 [Source:HGNC Symbol;Acc:HGNC:5346]	1.314169	
H6PD	hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase [Source:HGNC Symbol;Acc:HGNC:4795]	1.3094298	
FOXL1	forkhead box L1 [Source:HGNC Symbol;Acc:HGNC:3817]	1.3046622	
QSOX1	quiescin sulfhydryl oxidase 1 [Source:HGNC Symbol;Acc:HGNC:9756]	1.2998098	
DNASE2B	deoxyribonuclease 2 beta [Source:HGNC Symbol;Acc:HGNC:28875]	1.2983147	
EPHX2	epoxide hydrolase 2 [Source:HGNC Symbol;Acc:HGNC:3402]	1.2932233	
IL2RG	interleukin 2 receptor subunit gamma [Source:HGNC Symbol;Acc:HGNC:6010]	1.2896435	
IL27RA	interleukin 27 receptor subunit alpha [Source:HGNC Symbol;Acc:HGNC:17290]	1.2896435	
IL3RA	interleukin 3 receptor subunit alpha [Source:HGNC Symbol;Acc:HGNC:6012]	1.2896435	
ADAM8	ADAM metallopeptidase domain 8 [Source:HGNC Symbol;Acc:HGNC:215]	1.2879322	
NCKAP1L	NCK associated protein 1 like [Source:HGNC Symbol;Acc:HGNC:4862]	1.2863033	
DPP7	dipeptidyl peptidase 7 [Source:HGNC Symbol;Acc:HGNC:14892]	1.2841971	
PSTPIP1	proline-serine-threonine phosphatase interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:9580]	1.283449	
OXER1	oxoeicosanoid receptor 1 [Source:HGNC Symbol;Acc:HGNC:24884]	1.2827988	
PTPRJ	protein tyrosine phosphatase receptor type J [Source:HGNC Symbol;Acc:HGNC:9673]	1.2797793	
CYP26B1	cytochrome P450 family 26 subfamily B member 1 [Source:HGNC Symbol;Acc:HGNC:20581]	1.2774477	
GARNL3	GTPase activating Rap/RanGAP domain like 3 [Source:HGNC Symbol;Acc:HGNC:25425]	1.2761511	
PSTPIP2	proline-serine-threonine phosphatase interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:9581]	1.2760581	
NAPSA	napsin A aspartic peptidase [Source:HGNC Symbol;Acc:HGNC:13395]	1.2670184	
ME1	malic enzyme 1 [Source:HGNC Symbol;Acc:HGNC:6983]	1.2662724	
TPP1	tripeptidyl peptidase 1 [Source:HGNC Symbol;Acc:HGNC:2073]	1.2630597	
ELMO1	engulfment and cell motility 1 [Source:HGNC Symbol;Acc:HGNC:16286]	1.2569323	
MFNG	MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase [Source:HGNC Symbol;Acc:HGNC:7038]	1.2528983	
C3AR1	complement C3a receptor 1 [Source:HGNC Symbol;Acc:HGNC:1319]	1.2528805	
LRATD1	LRAT domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20743]	1.242702	
GLIPR1L1	GLIPR1 like 1 [Source:HGNC Symbol;Acc:HGNC:28392]	1.2377464	
GLIPR1L2	GLIPR1 like 2 [Source:HGNC Symbol;Acc:HGNC:28592]	1.2377464	
TLR3	toll like receptor 3 [Source:HGNC Symbol;Acc:HGNC:11849]	1.2329144	
GCNT4	glucosaminyl (N-acetyl) transferase 4 [Source:HGNC Symbol;Acc:HGNC:17973]	1.2321348	
GPR35	G protein-coupled receptor 35 [Source:HGNC Symbol;Acc:HGNC:4492]	1.2269721	
SH3BP1	SH3 domain binding protein 1 [Source:HGNC Symbol;Acc:HGNC:10824]	1.2231449	
CEBPB	CCAAT enhancer binding protein beta [Source:HGNC Symbol;Acc:HGNC:1834]	1.2220782	
VAV3	vav guanine nucleotide exchange factor 3 [Source:HGNC Symbol;Acc:HGNC:12659]	1.2189695	
OPRM1	opioid receptor mu 1 [Source:HGNC Symbol;Acc:HGNC:8156]	1.2091483	
GPR183	G protein-coupled receptor 183 [Source:HGNC Symbol;Acc:HGNC:3128]	1.2065779	
SLC16A11	solute carrier family 16 member 11 [Source:HGNC Symbol;Acc:HGNC:23093]	1.205007	
HCLS1	hematopoietic cell-specific Lyn substrate 1 [Source:HGNC Symbol;Acc:HGNC:4844]	1.2026397	
HNF1B	HNF1 homeobox B [Source:HGNC Symbol;Acc:HGNC:11630]	1.1988038	
GSTZ1	glutathione S-transferase zeta 1 [Source:HGNC Symbol;Acc:HGNC:4643]	1.1986041	
NRROS	negative regulator of reactive oxygen species [Source:HGNC Symbol;Acc:HGNC:24613]	1.1969159	
OAZ2	ornithine decarboxylase antizyme 2 [Source:HGNC Symbol;Acc:HGNC:8096]	1.1952304	
RHAG	Rh associated glycoprotein [Source:HGNC Symbol;Acc:HGNC:10006]	1.1842486	
MFSD4A	major facilitator superfamily domain containing 4A [Source:HGNC Symbol;Acc:HGNC:25433]	1.1782862	
ALLC	allantoicase [Source:HGNC Symbol;Acc:HGNC:17377]	1.1772033	
GFI1B	growth factor independent 1B transcriptional repressor [Source:HGNC Symbol;Acc:HGNC:4238]	1.1768404	
CXCR5	C-X-C motif chemokine receptor 5 [Source:HGNC Symbol;Acc:HGNC:1060]	1.1767948	
DOK2	docking protein 2 [Source:HGNC Symbol;Acc:HGNC:2991]	1.1754375	
MPP4	MAGUK p55 scaffold protein 4 [Source:HGNC Symbol;Acc:HGNC:13680]	1.1735715	
FBXO32	F-box protein 32 [Source:HGNC Symbol;Acc:HGNC:16731]	1.1723659	
CHST11	carbohydrate sulfotransferase 11 [Source:HGNC Symbol;Acc:HGNC:17422]	1.1712524	
GSDME	gasdermin E [Source:HGNC Symbol;Acc:HGNC:2810]	1.1708894	
MPC2	mitochondrial pyruvate carrier 2 [Source:HGNC Symbol;Acc:HGNC:24515]	1.1690208	
PFN1	profilin 1 [Source:HGNC Symbol;Acc:HGNC:8881]	1.1688703	
P2RX1	purinergic receptor P2X 1 [Source:HGNC Symbol;Acc:HGNC:8533]	1.1682396	
WT1	WT1 transcription factor [Source:HGNC Symbol;Acc:HGNC:12796]	1.1666163	
RASAL3	RAS protein activator like 3 [Source:HGNC Symbol;Acc:HGNC:26129]	1.1622565	
SOCS1	suppressor of cytokine signaling 1 [Source:HGNC Symbol;Acc:HGNC:19383]	1.1569538	
TGFB1	transforming growth factor beta 1 [Source:HGNC Symbol;Acc:HGNC:11766]	1.1549242	
ALOX12	arachidonate 12-lipoxygenase, 12S type [Source:HGNC Symbol;Acc:HGNC:429]	1.1545538	
TXN	thioredoxin [Source:HGNC Symbol;Acc:HGNC:12435]	1.151007	
ENO1	enolase 1 [Source:HGNC Symbol;Acc:HGNC:3350]	1.1509115	
TIFA	TRAF interacting protein with forkhead associated domain [Source:HGNC Symbol;Acc:HGNC:19075]	1.1497217	
ADAMTSL5	ADAMTS like 5 [Source:HGNC Symbol;Acc:HGNC:27912]	1.1450018	
